target	textid	text	pair	condition
non-entailment	3355	The athlete was mentioned by the banker .	The athlete mentioned the banker .	lexical
non-entailment	3356	The lawyer was encouraged by the athlete .	The lawyer encouraged the athlete .	lexical
non-entailment	3357	The student was recommended by the athletes .	The student recommended the athletes .	lexical
non-entailment	3358	The lawyers were believed by the managers .	The lawyers believed the managers .	lexical
non-entailment	3359	The managers were stopped by the authors .	The managers stopped the authors .	lexical
non-entailment	3360	The artists were thanked by the secretaries .	The artists thanked the secretaries .	lexical
non-entailment	3361	The lawyers were introduced by the manager .	The lawyers introduced the manager .	lexical
non-entailment	3362	The secretaries were avoided by the presidents .	The secretaries avoided the presidents .	lexical
non-entailment	3363	The secretary was introduced by the student .	The secretary introduced the student .	lexical
non-entailment	3364	The bankers were supported by the president .	The bankers supported the president .	lexical
non-entailment	3365	The judges were stopped by the secretaries .	The judges stopped the secretaries .	lexical
non-entailment	3366	The secretary was admired by the president .	The secretary admired the president .	lexical
non-entailment	3367	The actor was contacted by the presidents .	The actor contacted the presidents .	lexical
non-entailment	3368	The bankers were supported by the doctors .	The bankers supported the doctors .	lexical
non-entailment	3369	The presidents were recognized by the scientists .	The presidents recognized the scientists .	lexical
non-entailment	3370	The lawyer was advised by the artists .	The lawyer advised the artists .	lexical
non-entailment	3371	The presidents were introduced by the authors .	The presidents introduced the authors .	lexical
non-entailment	3372	The managers were stopped by the artists .	The managers stopped the artists .	lexical
non-entailment	3373	The athletes were thanked by the tourist .	The athletes thanked the tourist .	lexical
non-entailment	3374	The lawyers were recommended by the actors .	The lawyers recommended the actors .	lexical
non-entailment	3375	The judge was helped by the athletes .	The judge helped the athletes .	lexical
non-entailment	3376	The scientists were introduced by the president .	The scientists introduced the president .	lexical
non-entailment	3377	The lawyers were advised by the actor .	The lawyers advised the actor .	lexical
non-entailment	3378	The athlete was supported by the artist .	The athlete supported the artist .	lexical
non-entailment	3379	The president was recognized by the lawyer .	The president recognized the lawyer .	lexical
non-entailment	3380	The senators were recognized by the secretaries .	The senators recognized the secretaries .	lexical
non-entailment	3381	The actors were encouraged by the author .	The actors encouraged the author .	lexical
non-entailment	3382	The presidents were avoided by the tourists .	The presidents avoided the tourists .	lexical
non-entailment	3383	The student was contacted by the tourist .	The student contacted the tourist .	lexical
non-entailment	3384	The artists were advised by the scientists .	The artists advised the scientists .	lexical
non-entailment	3385	The secretaries were stopped by the lawyer .	The secretaries stopped the lawyer .	lexical
non-entailment	3386	The bankers were admired by the judge .	The bankers admired the judge .	lexical
non-entailment	3387	The athletes were advised by the banker .	The athletes advised the banker .	lexical
non-entailment	3388	The president was avoided by the author .	The president avoided the author .	lexical
non-entailment	3389	The senator was helped by the athlete .	The senator helped the athlete .	lexical
non-entailment	3390	The lawyer was introduced by the presidents .	The lawyer introduced the presidents .	lexical
non-entailment	3391	The professors were contacted by the scientists .	The professors contacted the scientists .	lexical
non-entailment	3392	The author was encouraged by the manager .	The author encouraged the manager .	lexical
non-entailment	3393	The athlete was avoided by the secretary .	The athlete avoided the secretary .	lexical
non-entailment	3394	The managers were recognized by the president .	The managers recognized the president .	lexical
non-entailment	3395	The manager was recommended by the judges .	The manager recommended the judges .	lexical
non-entailment	3396	The actors were recommended by the senator .	The actors recommended the senator .	lexical
non-entailment	3397	The secretary was thanked by the artist .	The secretary thanked the artist .	lexical
non-entailment	3398	The scientist was thanked by the professors .	The scientist thanked the professors .	lexical
non-entailment	3399	The secretary was helped by the manager .	The secretary helped the manager .	lexical
non-entailment	3400	The professors were recognized by the scientist .	The professors recognized the scientist .	lexical
non-entailment	3401	The judge was supported by the banker .	The judge supported the banker .	lexical
non-entailment	3402	The bankers were contacted by the athletes .	The bankers contacted the athletes .	lexical
non-entailment	3403	The lawyer was helped by the professors .	The lawyer helped the professors .	lexical
non-entailment	3404	The tourist was recommended by the artist .	The tourist recommended the artist .	lexical
non-entailment	3405	The professors were believed by the senator .	The professors believed the senator .	lexical
